filename,Ca,K,Mn,N,P,S,Zn
K_P_1181b18f-8d1d-4ba1-9fba-dfe397c585ac___NREC_B-Spot-1846_JPG.rf.1c502fbf6c8226a62f020801221e4455.jpg,0,1,0,0,1,0,0
Healthy_2fefe600-7bb1-4edd-86e7-0847c9e0e33c___JR_HL-8750_180deg_JPG.rf.46efd6a72e709cf16f098f64aedcf978.jpg,0,0,0,0,0,0,0
K_Mn_P_7fb9aaff-6871-44f7-8957-e0c05fee5e2d___NREC_B-Spot-9140_JPG.rf.8a40511b2b1505da2327d25dd5442109.jpg,0,1,1,0,1,0,0
Mn_P_fd674a82-dd98-419b-998c-48e43bfcbf1f___NREC_B-Spot-1900_JPG.rf.53c1b27801cde442551fd176d38c075f.jpg,0,0,1,0,1,0,0
Mn_796c804e-6764-4497-8ded-dc7ac3f0112c___JR_B-Spot-9007_JPG.rf.f75731d35e46e8ca358f272e7aad24d5.jpg,0,0,1,0,0,0,0
Mn_971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B-Spot-3271_JPG.rf.2ec02ea1dc5fcd5a9e1b57cedda69cb5.jpg,0,0,1,0,0,0,0
Healthy_5f1f95af-30a1-4ae7-866b-ac6ef015eb4c___JR_HL-8328_flipTB_JPG.rf.69b1af1ad582ad482f422eb0fcff82ba.jpg,0,0,0,0,0,0,0
K_S_557f35cb-b34b-4dc5-959b-efad147d5e88___JR_B-Spot-3382_flipTB_JPG.rf.1c5ee251751b20bdb6528dab7cf30d2f.jpg,0,1,0,0,0,1,0
Healthy_b45d62a2-3de1-411b-8f88-ab52195b6dda___JR_HL-7639_JPG.rf.40b978c9dbb1fbcd33e97fca02a9e133.jpg,0,0,0,0,0,0,0
K_Mn_92539ab8-1ccd-43c8-8b1a-d734a031eb5a___JR_B-Spot-3186_JPG.rf.6257984dece2c4a44bc06b2d45d62079.jpg,0,1,1,0,0,0,0
Healthy_df5a72ad-2928-4bcb-81d8-cfb85a3186a2___JR_HL-8243_JPG.rf.3f017cee7b0337f0305543c94b25dce5.jpg,0,0,0,0,0,0,0
Healthy_15e3f3e1-3925-436c-9fbc-7076986978b1___JR_HL-8140_JPG.rf.97586e32b7bb65119b4aa5be139e5683.jpg,0,0,0,0,0,0,0
Healthy_496bcc16-a0f1-47cb-bf86-db0c959fc0d0___JR_HL-7614_JPG.rf.dfef68f220b789223cd822c293eea47f.jpg,0,0,0,0,0,0,0
Mn_S_c27c09cc-acf8-4e46-a828-a48a96249642___JR_B-Spot-3232_flipTB_JPG.rf.11d1fff9505ae80a45a814016d03d868.jpg,0,0,1,0,0,1,0
K_Mn_S_c9e13908-bce6-4ad7-831f-a4a408cabf72___JR_B-Spot-3198_flipTB_JPG.rf.2752e115783f9548c656b8a23e959c4d.jpg,0,1,1,0,0,1,0
Ca_K_Mn_968ac529-2487-4400-b495-423d49d69831___NREC_B-Spot-9238_JPG.rf.0eb583caacfb4eaa5e1b393d7d28f4d5.jpg,1,1,1,0,0,0,0
Healthy_6c0c92fd-591b-4ecf-90b0-0eec3513dce3___JR_HL-8788_JPG.rf.4b75f7aba0b3753c9505ab84d144fc13.jpg,0,0,0,0,0,0,0
Healthy_3da82d3f-34cf-4e0f-9ed4-1a77526dddb4___JR_HL-8611_flipTB_JPG.rf.43a5374a1758069376cf7de8ab3cd4a4.jpg,0,0,0,0,0,0,0
Mn_bbda7917-5169-48e8-b041-9ee38aabb29d___JR_B-Spot-3211_JPG.rf.d63206d50b60b79a52b7aab58aa7eab6.jpg,0,0,1,0,0,0,0
P_3cc682be-f9eb-4464-a385-7265d8871b03___NREC_B-Spot-1865_JPG.rf.d8e4220dc8766136780e5c4859c2e76e.jpg,0,0,0,0,1,0,0
Healthy_0cc984a1-ea7d-4f97-9967-5ca1be71c932___JR_HL-8803_new30degFlipLR_JPG.rf.7814447c3561b06d09ae0fd164a3eebc.jpg,0,0,0,0,0,0,0
Healthy_6a140ba2-7c14-4a2b-b822-e5b80302e61e___JR_HL-8605_newPixel25_JPG.rf.8dc98bdc76cec5be78f4845c3f9213fa.jpg,0,0,0,0,0,0,0
K_P_162f0add-8d7d-477f-a724-cdfc2cc7de77___NREC_B-Spot-9154_flipTB_JPG.rf.c855d3bb841db2e65e54887e64b3ad00.jpg,0,1,0,0,1,0,0
Healthy_0e1942a4-91d7-460a-8189-1a4e693cfc84___JR_HL-8896_flipTB_JPG.rf.9a5c0ab0eec69db4048a99d3f7b66097.jpg,0,0,0,0,0,0,0
Healthy_5a204a79-b860-4364-a3c3-df8f67751eb8___JR_HL-8748_180deg_JPG.rf.293cf2b7280d8da71e592073e2ddb376.jpg,0,0,0,0,0,0,0
Mn_P_16e558e3-0aa4-472b-b393-eae1fb4fd62e___NREC_B-Spot-1875_JPG.rf.f77b57dcf56ee2fdcc65618d9e428ab7.jpg,0,0,1,0,1,0,0
Mn_fde20c63-cca2-4edb-9e6c-77b3a7f95cbd___JR_B-Spot-3400_JPG.rf.fa9d8f1593be8d645702a3b8b2674b82.jpg,0,0,1,0,0,0,0
Healthy_0f56ffda-5d57-4a61-8f7f-37f22a02520a___JR_HL-8589_new30degFlipLR_JPG.rf.d0c873d00a5df7268971e706b4feddef.jpg,0,0,0,0,0,0,0
Healthy_5dd09f16-7e45-45ed-804f-236f210c3e60___JR_HL-8289_flipTB_JPG.rf.ad3d56098742c1c8bdb0d0d3afe1d8d4.jpg,0,0,0,0,0,0,0
Healthy_5f8ceca0-9d35-48cf-847a-c5d39a198321___JR_HL-8297_flipTB_JPG.rf.0e24c56ffd77a385702b388df93b489b.jpg,0,0,0,0,0,0,0
Healthy_3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL-5865_JPG.rf.785b5e398a22aedf4376aad05b236444.jpg,0,0,0,0,0,0,0
Healthy_17ed106f-ebaf-4049-a325-efb3040e6303___JR_HL-8307_JPG.rf.3dc4800643cc4d89fdf125aea807bfe7.jpg,0,0,0,0,0,0,0
Mn_P_875f41e8-cd70-44f4-a17c-c8b77fed406c___JR_B-Spot-8902_flipTB_JPG.rf.0fe5b94dc51f7cdfc116501b9ffc840c.jpg,0,0,1,0,1,0,0
Mn_S_a47d3b9e-eda3-4de2-b8a9-f5505e28d309___JR_B-Spot-3118_180deg_JPG.rf.e72fc891081fc271d1a500f19ab9e556.jpg,0,0,1,0,0,1,0
Mn_d22776e6-5234-4c6b-a196-a04b281c3808___JR_B-Spot-3351_180deg_JPG.rf.5a90c65db754e0001b959976a17430a7.jpg,0,0,1,0,0,0,0
K_Mn_d28d81c9-d06f-4e9c-b9f6-8347273320b6___NREC_B-Spot-1983_flipTB_JPG.rf.2e53905db8d44b20595885c3ca251ec3.jpg,0,1,1,0,0,0,0
Mn_S_28462e1b-741c-4949-884f-e5c35375dab4___JR_B-Spot-3111_flipTB_JPG.rf.912ed74c485ddaf21525fca2f9d3bdaa.jpg,0,0,1,0,0,1,0
Healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL-8584_JPG.rf.3a08c83611cd9c7e53e72134f919f597.jpg,0,0,0,0,0,0,0
Healthy_5b6539ac-0d6d-401b-a862-fd47305b3fa3___JR_HL-8229_JPG.rf.85d497fbe047067105f2ba06c67f0a33.jpg,0,0,0,0,0,0,0
K_Mn_P_55724053-6819-47ec-b9e1-84c5be15929e___JR_B-Spot-3205_JPG.rf.6239db50644f3fa4989137db27b026f8.jpg,0,1,1,0,1,0,0
Healthy_0119205b-cfac-4322-be37-dcc401fcfa11___JR_HL-8527_JPG.rf.b50f5ea869d6ac046a2ef25d9063199e.jpg,0,0,0,0,0,0,0
Healthy_6beaecfa-1194-470b-9004-fe2eaf8df406___JR_HL-5923_newPixel25_JPG.rf.9076fd5a8cd960f8a3871eaf47acf43c.jpg,0,0,0,0,0,0,0
Healthy_5e1b5fa9-892b-4e60-91f9-4647d6d9574c___JR_HL-7633_JPG.rf.afdb6d9d06fe3276ff9b91f2609af0b0.jpg,0,0,0,0,0,0,0
Healthy_4ea8bfc8-c0fb-4206-9630-171c91cd7bb3___JR_HL-7838_newPixel25_JPG.rf.aed33f4c2b7aba32725e3e36543d03d9.jpg,0,0,0,0,0,0,0
K_Mn_64f4dcf0-30b4-41b2-b5e6-6e6798c3202d___JR_B-Spot-8834_JPG.rf.d5e6d1c11302222bd69d687bf8b9b6c5.jpg,0,1,1,0,0,0,0
K_Mn_P_87606a4a-7b9b-404f-af47-2cd43498d8a2___NREC_B-Spot-1924_flipTB_JPG.rf.808a8cb5c2c38b8af7edeb24365cf3a9.jpg,0,1,1,0,1,0,0
Healthy_7d2d2203-b16e-4c88-9a96-0ff8e48358c3___JR_HL-7627_JPG.rf.66ba9b59ed37225336f76ce19058bb6c.jpg,0,0,0,0,0,0,0
Mn_P_65a84ec0-79dc-4ae3-bfce-81c3f4b50a08___JR_B-Spot-8858_JPG.rf.da0e92ee331c82586e02ad32b562920b.jpg,0,0,1,0,1,0,0
Mn_S_3b58322b-64c3-4354-8612-93a6f50a096e___JR_B-Spot-3291_JPG.rf.db33cd7ea451144289ed01881853b7d3.jpg,0,0,1,0,0,1,0
Healthy_5a204a79-b860-4364-a3c3-df8f67751eb8___JR_HL-8748_newPixel25_JPG.rf.8e95ca6040759a938afef58b6961c1d0.jpg,0,0,0,0,0,0,0
Healthy_a2c7c2b1-bd51-40c7-9a2c-05a91a261191___JR_HL-8287_JPG.rf.3338cc885d981b33c6f0bbfb66c6761a.jpg,0,0,0,0,0,0,0
Healthy_5f11a48a-467f-4639-adcb-f7189c669a5f___JR_HL-8348_JPG.rf.f7ff5700e55af027d37f22635a22b1ff.jpg,0,0,0,0,0,0,0
Healthy_1be321d5-d2cc-4945-b2f3-a36c41160838___JR_HL-7596_180deg_JPG.rf.00dfd6d020371602f7904feb36882b52.jpg,0,0,0,0,0,0,0
Mn_ca536e69-ebc0-4a82-8bca-c074f9399885___JR_B-Spot-8986_flipTB_JPG.rf.dbb1788a12b17e9f20ceae1705ec541a.jpg,0,0,1,0,0,0,0
Mn_P_33763f26-1135-458f-8b2b-34897b8bb647___JR_B-Spot-3323_flipTB_JPG.rf.3a6f826ccbbe153e8eaf4add091070a9.jpg,0,0,1,0,1,0,0
K_P_47773ddb-e400-4a5d-87ec-ce711044c31e___NREC_B-Spot-9235_JPG.rf.65d49b0d619088c5866581965df39702.jpg,0,1,0,0,1,0,0
K_Mn_P_7642e377-d6af-4092-ae84-a1fa10a7f1e1___NREC_B-Spot-1914_JPG.rf.4ee933eb80ff28750359ab52b68afeea.jpg,0,1,1,0,1,0,0
Healthy_5f1f95af-30a1-4ae7-866b-ac6ef015eb4c___JR_HL-8328_new30degFlipLR_JPG.rf.9438fc8d323fa2b03f0211c4b636cd2f.jpg,0,0,0,0,0,0,0
K_Mn_1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B-Spot-8998_JPG.rf.719bbc78d5c1232fb0ff12689ebd43da.jpg,0,1,1,0,0,0,0
Healthy_03ab4bf1-bae1-4031-ac4d-14e43a29c397___JR_HL-8013_flipTB_JPG.rf.fabade4f9abfe17b0d74edfe2fe3fe27.jpg,0,0,0,0,0,0,0
Healthy_6a6a7f87-4efb-43c7-ae36-1f9db31246f2___JR_HL-7703_180deg_JPG.rf.0c13e8c6bab915f6f0808fbf70644d52.jpg,0,0,0,0,0,0,0
Healthy_7dfaee93-0cc9-4173-9622-cc3e877474c6___JR_HL-8447_JPG.rf.d58fdc1e39c7fe01ac34f68369182a85.jpg,0,0,0,0,0,0,0
Mn_d22776e6-5234-4c6b-a196-a04b281c3808___JR_B-Spot-3351_JPG.rf.dcc4b71e34c87e2df4c1d0c5051fd429.jpg,0,0,1,0,0,0,0
Healthy_7ba402d0-65f1-4baf-b3b1-c32700159770___JR_HL-8118_JPG.rf.57bc3281c113024bdc23863d56f9e8a9.jpg,0,0,0,0,0,0,0
Mn_a3364e6c-34f8-4bcd-a9bf-c5644b89a60e___JR_B-Spot-8886_180deg_JPG.rf.32ec8be37b9d979a7d5ad5b97f4074e7.jpg,0,0,1,0,0,0,0
Healthy_c40b6a46-5181-43ad-a27d-7e68fcd20f87___JR_HL-8553_JPG.rf.917d97403417e634ef8dfeb578f40738.jpg,0,0,0,0,0,0,0
Healthy_4daa16b4-51ec-45a3-8617-b6b61562d8a5___JR_HL-8218_new30degFlipLR_JPG.rf.16730730e7112743c06b2ca961c2e2aa.jpg,0,0,0,0,0,0,0
Mn_S_ead27319-4073-490e-80a0-08e916bbc1f2___JR_B-Spot-9084_flipTB_JPG.rf.623c7ed015945ac7ad844387f4c59c8a.jpg,0,0,1,0,0,1,0
Healthy_365b9977-fab1-4a4b-9807-605151f9db3e___JR_HL-7766_JPG.rf.cc38f5a6a6198657d9113e2018b893c6.jpg,0,0,0,0,0,0,0
Healthy_9d85e353-73b4-4812-ac08-939be5d7b2c8___JR_HL-8851_JPG.rf.0b675ea621aecfce689fa5ef91e288d5.jpg,0,0,0,0,0,0,0
Mn_Zn_27388bbc-c768-427c-94d4-c195af364507___JR_B-Spot-8935_180deg_JPG.rf.d0c1d069fb9f81a0cea681e4575f7041.jpg,0,0,1,0,0,0,1
Mn_P_8ebada57-3ce3-455d-ab53-c4a79d4f0b58___JR_B-Spot-3201_JPG.rf.07ed684ca1a33dd0b1b4970bfc48bc7b.jpg,0,0,1,0,1,0,0
Mn_6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B-Spot-3252_180deg_JPG.rf.f106991e0bc9d7c3575c807ed894805d.jpg,0,0,1,0,0,0,0
Mn_af404304-673d-4788-b622-104f2cb0e7be___JR_B-Spot-3257_flipTB_JPG.rf.5188e355e8dda45208ca29411b701a5a.jpg,0,0,1,0,0,0,0
K_Mn_S_168a11c9-159b-468c-a6d9-07d0b61c42c9___JR_B-Spot-3193_flipTB_JPG.rf.a2aa437504c888b19e0241a14b9fbe3d.jpg,0,1,1,0,0,1,0
Healthy_2d53efe9-0845-4091-97b5-9ca7001e04c9___JR_HL-7758_flipTB_JPG.rf.c83a568062553bbd1014eb109864f2c8.jpg,0,0,0,0,0,0,0
Healthy_1c159479-4972-41d3-a6ff-fbdb648d72c2___JR_HL-7575_JPG.rf.b75f22013bd81af71077f82b8a4c8f24.jpg,0,0,0,0,0,0,0
Mn_P_b82e0746-97b5-4be9-90a7-ac2b2121428c___JR_B-Spot-9073_JPG.rf.3459a5d6669441612d32ad319153f5bb.jpg,0,0,1,0,1,0,0
K_Mn_Zn_5c532630-a204-4e10-8fb4-5a0d09f9a1eb___JR_B-Spot-3214_JPG.rf.3065ccd3f5e11e85791e8991f13bb1a2.jpg,0,1,1,0,0,0,1
Healthy_3d9886b0-d3cc-42d2-a41a-ec934b971bc9___JR_HL-8775_new30degFlipLR_JPG.rf.4a8a3cdca1e23362dda271ccb8fa107a.jpg,0,0,0,0,0,0,0
K_P_b34f18ca-799f-42bb-abbb-f1e19aa6521f___NREC_B-Spot-1944_flipTB_JPG.rf.da7349f7c41eddb921bbb18283d0abfc.jpg,0,1,0,0,1,0,0
Mn_5f1731b8-21ee-43d8-a019-8591428f4e3e___JR_B-Spot-9003_JPG.rf.81f5a3411b6d2b56fa8f10fe1fc23b52.jpg,0,0,1,0,0,0,0
Healthy_bc388512-fc59-4069-bae0-05faca671d1e___JR_HL-8362_JPG.rf.2c0f622468930693458760dd1a979954.jpg,0,0,0,0,0,0,0
Healthy_565744a9-b6ab-46c2-bc42-f92731c6ff4c___JR_HL-7850_JPG.rf.cd0bd80306afb6f5d6592bc759529c7e.jpg,0,0,0,0,0,0,0
Healthy_4daa16b4-51ec-45a3-8617-b6b61562d8a5___JR_HL-8218_flipTB_JPG.rf.7f999ead02a69100548d2c96d6f8f6ee.jpg,0,0,0,0,0,0,0
Mn_P_88567f21-a54a-44bb-a572-e3b1c14c3832___JR_B-Spot-3156_180deg_JPG.rf.6d4240fafd06f1bca7388b876a90a6bd.jpg,0,0,1,0,1,0,0
Healthy_5d0dec6f-047f-4049-b9fb-0d3842d6a5cb___JR_HL-8530_JPG.rf.a8bfd8850437103bff2a4f601c45bb0b.jpg,0,0,0,0,0,0,0
Healthy_2e7bcbb2-4e05-4b27-aebc-1e442eb58268___JR_HL-8514_180deg_JPG.rf.1deb71e1ba10e3955c418cdadf90a441.jpg,0,0,0,0,0,0,0
Ca_K_Mn_P_6ceb56c6-36aa-4196-b60f-6fb8306b3cb4___NREC_B-Spot-9162_JPG.rf.eb3869c54b147ef5488139306d8a5553.jpg,1,1,1,0,1,0,0
Healthy_0ba474dd-0cfd-4fd2-a58c-8e3d18dbe7c3___JR_HL-8395_flipTB_JPG.rf.bea3835c4a6c06a3ab800cbbd608aa26.jpg,0,0,0,0,0,0,0
Healthy_10724f1f-17fb-4443-9878-26e31d97e2d9___JR_HL-7585_JPG.rf.c99525ab3c5168fa608f80ffefd31a04.jpg,0,0,0,0,0,0,0
Healthy_457abc75-46bc-41a9-8490-e9f6d19a48f3___JR_HL-8508_JPG.rf.88ced0b95a26130770d15d9278d2a0d3.jpg,0,0,0,0,0,0,0
Healthy_0137d804-551d-4f78-88b4-d603056dd7e7___JR_HL-7719_JPG.rf.f21e02e8273601c9ad9b6a45a7828ffe.jpg,0,0,0,0,0,0,0
Healthy_547251ae-ce0c-423b-8d1f-afec4f2eb7bd___JR_HL-8227_JPG.rf.7a67e60514917876d74ccb55288db490.jpg,0,0,0,0,0,0,0
Mn_P_82b9fdcc-3000-46fe-b955-063e77dd5968___JR_B-Spot-3324_flipTB_JPG.rf.0f1444f84727e2fd88c45ba58f4a94d4.jpg,0,0,1,0,1,0,0
K_Mn_P_70e1f0fd-f177-4d0b-9926-af33436e501a___JR_B-Spot-9023_JPG.rf.830877df429662b7b2e6debcbfdaa4fb.jpg,0,1,1,0,1,0,0
Healthy_1ce2eb3c-b8a7-4839-9728-a380909f9b89___JR_HL-8448_180deg_JPG.rf.c32a546e8141c5e3126ec12a90110182.jpg,0,0,0,0,0,0,0
Healthy_432a3897-5e80-45d6-b795-4fa206a58e26___JR_HL-8595_JPG.rf.a007bf51d694f052e0e091154fa3022a.jpg,0,0,0,0,0,0,0
K_P_731d3112-8dfa-4ce0-b27e-6a0cdb661a6d___NREC_B-Spot-9232_180deg_JPG.rf.3e21a95844f2c321eeeb74b1e02668a1.jpg,0,1,0,0,1,0,0
Healthy_08af8792-fca1-451c-bf59-51cdd9d8b7e6___JR_HL-7740_JPG.rf.586e1dd4140548c38d8dc3bc844d6586.jpg,0,0,0,0,0,0,0
Healthy_2d7a6a97-2425-4644-8821-2788ac9d0d18___JR_HL-8157_flipTB_JPG.rf.bffd093ec8dfaf1c869285e43a7961aa.jpg,0,0,0,0,0,0,0
Healthy_1bbdce5c-a65c-4ddc-81b7-6f80e6254734___JR_HL-8387_JPG.rf.adc7f2d791f9a782d6ebe44037363e7d.jpg,0,0,0,0,0,0,0
Mn_P_5724817a-2d5d-4664-9388-d208c21bc09e___NREC_B-Spot-1953_180deg_JPG.rf.5abaa4ed9e1045dadde559714b9d3a9e.jpg,0,0,1,0,1,0,0
Mn_P_e073380b-e5ad-4e07-8ed5-5adec8bac1ff___NREC_B-Spot-1906_JPG.rf.9b788da3c5e3c6e5854f65063ea9745a.jpg,0,0,1,0,1,0,0
Mn_P_692729b9-8d2b-49a7-ac16-ce892964d91b___JR_B-Spot-3140_flipTB_JPG.rf.0370ab853c8f06b2ff4d04d4a863609d.jpg,0,0,1,0,1,0,0
Healthy_2e9037ac-b030-4837-bf2f-56b89c4b66bf___JR_HL-7603_new30degFlipLR_JPG.rf.1ba920d931ef49120e4fcf3e1d710bd4.jpg,0,0,0,0,0,0,0
Healthy_e57adc99-0329-4dd4-96b7-0bb087c020cb___JR_HL-8706_JPG.rf.26dcb9528de66808ad87edff147e6cf7.jpg,0,0,0,0,0,0,0
P_921dfe0f-cf58-4d48-a9c0-33eff76b7191___NREC_B-Spot-9100_JPG.rf.ea459a22e1d31534708d5799be63c760.jpg,0,0,0,0,1,0,0
Healthy_2f9b8f31-1d11-4559-9899-cfe9f92bcc2c___JR_HL-8406_newPixel25_JPG.rf.799aa0f8a7d32d57196749b01d8e3e34.jpg,0,0,0,0,0,0,0
Healthy_26605bb8-e0b1-4232-b4bb-a4aba0b47edd___JR_HL-8777_JPG.rf.0ff602117e9f8f169ced13d0d43db4ed.jpg,0,0,0,0,0,0,0
Mn_75faa1f4-e20f-4bb2-811f-9cbd757c652c___JR_B-Spot-9006_180deg_JPG.rf.c9aa640bf4af365f4433e40ee49091b5.jpg,0,0,1,0,0,0,0
Healthy_6e10aa60-1874-41a2-99c6-72359d113d77___JR_HL-8740_JPG.rf.f440f13d96fd8da7ce79704a32987909.jpg,0,0,0,0,0,0,0
K_P_313665a9-0f55-4f00-9373-74bf7349e6a6___NREC_B-Spot-1982_JPG.rf.e5287b0d0a66f115a5b7261607f33ff9.jpg,0,1,0,0,1,0,0
Healthy_537b8292-53ec-408a-b761-3026d651ba29___JR_HL-7797_JPG.rf.e1e86996242dda8b54c52e0020c6115b.jpg,0,0,0,0,0,0,0
Healthy_a88c2d89-062f-45bb-9388-4cea9920132b___JR_HL-7939_JPG.rf.705ec33aa166b0adc5b67c2c37a07550.jpg,0,0,0,0,0,0,0
Healthy_cbf84b0f-8d48-4c97-ad91-fdda41af905f___JR_HL-8033_JPG.rf.733c42cc7af119670ee2e71b9872689b.jpg,0,0,0,0,0,0,0
K_Mn_P_b766708d-5d33-4034-afc8-fbf9ffece733___JR_B-Spot-9037_flipTB_JPG.rf.ca2c118f8d08e791c758246077eb90d7.jpg,0,1,1,0,1,0,0
K_Mn_S_9c23ddea-18e9-4b79-b890-77c6077d8966___JR_B-Spot-3195_JPG.rf.76e0f974c471dc5d71c92808d6aa916d.jpg,0,1,1,0,0,1,0
K_Mn_S_56c2ec78-14d2-4445-be5d-77a8db483e2a___NREC_B-Spot-1803_JPG.rf.51fc1b85e66d2193417154a79e6cf4ed.jpg,0,1,1,0,0,1,0
Healthy_00208a93-7687-4e8c-b79e-3138687e0f38___JR_HL-7955_JPG.rf.18d689bca727f0a0e169c55e9d581bd3.jpg,0,0,0,0,0,0,0
Healthy_9fc5d7ed-9906-479b-992f-13cf045a2e49___JR_HL-8001_JPG.rf.63c278b16721ceebe5d31bd476e06d38.jpg,0,0,0,0,0,0,0
Healthy_4d525b16-48dc-40af-9721-024f002d5929___JR_HL-5970_new30degFlipLR_JPG.rf.9ecee898d6e1bee2b845bc51151ce981.jpg,0,0,0,0,0,0,0
Healthy_6d6030a6-2370-449b-b9d4-92ac1630513f___JR_HL-8418_flipTB_JPG.rf.8ffb16d26b3c7dedc6ce56cca16da194.jpg,0,0,0,0,0,0,0
Mn_e0b8d24b-c115-49d8-8e87-67f35681d181___JR_B-Spot-8877_180deg_JPG.rf.0ab5dc456d1fadbdf4fd7e36fe2a5a7f.jpg,0,0,1,0,0,0,0
K_Mn_P_91d5631f-83d9-467b-b5f3-48e408594225___NREC_B-Spot-9129_JPG.rf.6fa65816a0dfaa890a44c405833ee7f2.jpg,0,1,1,0,1,0,0
Mn_P_642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B-Spot-9183_flipTB_JPG.rf.c4b1b8930c3d439d6ccbee2ecb4f20eb.jpg,0,0,1,0,1,0,0
Mn_7f9fc159-4db8-4e64-93eb-47e1f323d981___JR_B-Spot-8872_JPG.rf.0a2101e11ce915118b6c1cb1bec8cbba.jpg,0,0,1,0,0,0,0
N_z7405998551665_071cfa604946f6c009ef6ada89689129_jpg.rf.207c34fe2e3ed40392e9a2b1c36859b4.jpg,0,0,0,1,0,0,0
Mn_435993b8-c7f7-47fd-85ad-bdb04ab3e8bb___JR_B-Spot-8976_180deg_JPG.rf.61526216b90ad96ca781474deccc99e9.jpg,0,0,1,0,0,0,0
Healthy_1f700218-0a6a-47ad-a7fa-ded709ab4d2a___JR_HL-5930_newPixel25_JPG.rf.917b16d4bc9143ccb3ceee386e464bd8.jpg,0,0,0,0,0,0,0
Mn_P_b3f86927-5a59-4e12-a6c5-06e82d45388d___NREC_B-Spot-9234_flipTB_JPG.rf.c4495b7e5b5181ce565dbf981639bc27.jpg,0,0,1,0,1,0,0
Healthy_3bf92c1d-5e79-4c88-98b1-3fdfea7645a6___JR_HL-8162_new30degFlipLR_JPG.rf.eb7c384b839d3482611d2ae6ce0b7db0.jpg,0,0,0,0,0,0,0
Mn_S_184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B-Spot-3286_flipTB_JPG.rf.662bac8652950aa857b7b83ceed5c65e.jpg,0,0,1,0,0,1,0
Healthy_5a17190b-714c-4f0e-bb00-65368f645e85___JR_HL-8374_newPixel25_JPG.rf.9d85affdca760e1ab83fd405da7b3033.jpg,0,0,0,0,0,0,0
Healthy_f3d4b7d4-cc6d-478e-8255-e653ffe8a79c___JR_HL-8029_JPG.rf.59bc9c559ca4b656b9a00af1c102cb74.jpg,0,0,0,0,0,0,0
Healthy_3c02c8e5-b648-40ad-b119-0d9f66fc2b6c___JR_HL-8146_180deg_JPG.rf.18e21546db0253a1380bd36e8cc699cf.jpg,0,0,0,0,0,0,0
Healthy_8485a59c-2014-49e9-bed5-7581cb9fcd84___JR_HL-8319_JPG.rf.d9484eb1d2657d015a5980543dc67591.jpg,0,0,0,0,0,0,0
Mn_P_0694ee73-2dbc-4583-9d2d-2b053ef0475b___NREC_B-Spot-1798_180deg_JPG.rf.d0e4eac3fb8b0d2a9c5fdb4b922fc1d9.jpg,0,0,1,0,1,0,0
Mn_ca536e69-ebc0-4a82-8bca-c074f9399885___JR_B-Spot-8986_180deg_JPG.rf.089affdbecc8850b19b9f65eaf7b51f1.jpg,0,0,1,0,0,0,0
Healthy_0e2afa6e-568c-4694-babd-dc15057b53b3___JR_HL-8475_JPG.rf.e5be6fae0a9914b17931f30cdcc9c859.jpg,0,0,0,0,0,0,0
Ca_K_Mn_968ac529-2487-4400-b495-423d49d69831___NREC_B-Spot-9238_JPG.rf.ff390fd00f0819e82f356705b790c141.jpg,1,1,1,0,0,0,0
Mn_P_875f41e8-cd70-44f4-a17c-c8b77fed406c___JR_B-Spot-8902_flipTB_JPG.rf.5d12a46ea96b93b6a0277b2a13db4af3.jpg,0,0,1,0,1,0,0
Healthy_1aaaa11e-ec45-4d6d-ab7f-1d3ea053d14d___JR_HL-5937_JPG.rf.6038d38d351729565c345737a1ef33e3.jpg,0,0,0,0,0,0,0
Healthy_adb7a855-3b4f-4c7d-978d-b79e5b7cc101___JR_HL-7908_JPG.rf.e5feb9c93d6a8ecdd8ceb33c9d46c8d3.jpg,0,0,0,0,0,0,0
Mn_P_42ef264d-f255-4674-885a-0921a0e7f649___JR_B-Spot-9022_JPG.rf.6a8b271242c871e4a67081a51f015b7d.jpg,0,0,1,0,1,0,0
Healthy_6bdcf245-2e3f-4732-bcef-73e7eecd4c31___JR_HL-8563_flipTB_JPG.rf.892c49871d2d885241fb999c2d5f7fd7.jpg,0,0,0,0,0,0,0
K_P_032aa7c4-0a95-4f09-b0bb-1242f4f32d82___NREC_B-Spot-1889_JPG.rf.18a4570a186bac2ff866e1c73db954de.jpg,0,1,0,0,1,0,0
Healthy_de8f27ad-c53f-4481-affe-174d3690d559___JR_HL-8562_JPG.rf.3760a0bf21e881c791103847b9ceb9b8.jpg,0,0,0,0,0,0,0
Mn_4434e395-4f3d-435d-9101-ece6be005fd6___JR_B-Spot-8928_JPG.rf.b929ab91ead6c28a7c133b30109b5290.jpg,0,0,1,0,0,0,0
Healthy_89746044-25ed-4cea-8c29-82b26b20d8ae___JR_HL-5837_JPG.rf.12c0c6a54ef8b4e6d61261c98d701640.jpg,0,0,0,0,0,0,0
